group,intensity,exp_index,exp_id,exp_folder,node,component,total_energy_J,avg_power_W
without-plugin,low,6,without-plugin_low_6,exp(04:55:44)_fase3_low_iter3,aspire,ram,339.53,2.52
without-plugin,low,6,without-plugin_low_6,exp(04:55:44)_fase3_low_iter3,aspire,sd,653.31,4.54
without-plugin,low,6,without-plugin_low_6,exp(04:55:44)_fase3_low_iter3,leo,cpu,297.56,2.76
without-plugin,low,6,without-plugin_low_6,exp(04:55:44)_fase3_low_iter3,leo,nic,0.13,0.0
without-plugin,low,6,without-plugin_low_6,exp(04:55:44)_fase3_low_iter3,leo,ram,83.72,0.6
without-plugin,low,6,without-plugin_low_6,exp(04:55:44)_fase3_low_iter3,leo,sd,0.0,0.0
without-plugin,low,6,without-plugin_low_6,exp(04:55:44)_fase3_low_iter3,nitro5,cpu,39.89,0.35
without-plugin,low,6,without-plugin_low_6,exp(04:55:44)_fase3_low_iter3,nitro5,nic,0.34,0.0
without-plugin,low,6,without-plugin_low_6,exp(04:55:44)_fase3_low_iter3,nitro5,ram,23.05,0.16
without-plugin,low,6,without-plugin_low_6,exp(04:55:44)_fase3_low_iter3,nitro5,sd,9.76,0.07
without-plugin,low,6,without-plugin_low_6,exp(04:55:44)_fase3_low_iter3,scorpius,cpu,27.07,0.25
without-plugin,low,6,without-plugin_low_6,exp(04:55:44)_fase3_low_iter3,scorpius,nic,0.19,0.0
without-plugin,low,6,without-plugin_low_6,exp(04:55:44)_fase3_low_iter3,scorpius,ram,24.42,0.17
without-plugin,low,6,without-plugin_low_6,exp(04:55:44)_fase3_low_iter3,scorpius,sd,0.0,0.0
without-plugin,low,7,without-plugin_low_7,exp(06:04:53)_fase3_low_iter4,aspire,cpu,131.89,1.19
without-plugin,low,7,without-plugin_low_7,exp(06:04:53)_fase3_low_iter4,aspire,nic,0.46,0.0
without-plugin,low,7,without-plugin_low_7,exp(06:04:53)_fase3_low_iter4,aspire,ram,99.46,0.71
without-plugin,low,7,without-plugin_low_7,exp(06:04:53)_fase3_low_iter4,aspire,sd,387.65,2.67
without-plugin,low,7,without-plugin_low_7,exp(06:04:53)_fase3_low_iter4,leo,cpu,95.14,0.88
without-plugin,low,7,without-plugin_low_7,exp(06:04:53)_fase3_low_iter4,leo,nic,0.78,0.01
without-plugin,low,7,without-plugin_low_7,exp(06:04:53)_fase3_low_iter4,leo,ram,28.95,0.21
without-plugin,low,7,without-plugin_low_7,exp(06:04:53)_fase3_low_iter4,leo,sd,0.0,0.0
without-plugin,low,7,without-plugin_low_7,exp(06:04:53)_fase3_low_iter4,nitro5,cpu,40.87,0.34
without-plugin,low,7,without-plugin_low_7,exp(06:04:53)_fase3_low_iter4,nitro5,nic,1.89,0.01
without-plugin,low,7,without-plugin_low_7,exp(06:04:53)_fase3_low_iter4,nitro5,ram,21.23,0.15
without-plugin,low,7,without-plugin_low_7,exp(06:04:53)_fase3_low_iter4,nitro5,sd,9.24,0.06
without-plugin,low,7,without-plugin_low_7,exp(06:04:53)_fase3_low_iter4,scorpius,cpu,168.12,1.54
without-plugin,low,7,without-plugin_low_7,exp(06:04:53)_fase3_low_iter4,scorpius,nic,0.88,0.01
without-plugin,low,7,without-plugin_low_7,exp(06:04:53)_fase3_low_iter4,scorpius,ram,188.9,1.35
without-plugin,low,7,without-plugin_low_7,exp(06:04:53)_fase3_low_iter4,scorpius,sd,0.0,0.0
without-plugin,low,8,without-plugin_low_8,exp(06:12:48)_fase3_low_iter5,aspire,cpu,121.43,1.12
without-plugin,low,8,without-plugin_low_8,exp(06:12:48)_fase3_low_iter5,aspire,nic,0.13,0.0
without-plugin,low,8,without-plugin_low_8,exp(06:12:48)_fase3_low_iter5,aspire,ram,65.98,0.47
without-plugin,low,8,without-plugin_low_8,exp(06:12:48)_fase3_low_iter5,aspire,sd,4.67,0.03
without-plugin,low,8,without-plugin_low_8,exp(06:12:48)_fase3_low_iter5,leo,cpu,431.89,3.89
without-plugin,low,8,without-plugin_low_8,exp(06:12:48)_fase3_low_iter5,leo,nic,0.14,0.0
without-plugin,low,8,without-plugin_low_8,exp(06:12:48)_fase3_low_iter5,leo,ram,148.09,1.05
without-plugin,low,8,without-plugin_low_8,exp(06:12:48)_fase3_low_iter5,leo,sd,0.0,0.0
without-plugin,low,8,without-plugin_low_8,exp(06:12:48)_fase3_low_iter5,nitro5,cpu,42.38,0.35
without-plugin,low,8,without-plugin_low_8,exp(06:12:48)_fase3_low_iter5,nitro5,nic,0.44,0.0
without-plugin,low,8,without-plugin_low_8,exp(06:12:48)_fase3_low_iter5,nitro5,ram,21.8,0.15
without-plugin,low,8,without-plugin_low_8,exp(06:12:48)_fase3_low_iter5,nitro5,sd,9.94,0.07
without-plugin,low,8,without-plugin_low_8,exp(06:12:48)_fase3_low_iter5,scorpius,cpu,54.18,0.52
without-plugin,low,8,without-plugin_low_8,exp(06:12:48)_fase3_low_iter5,scorpius,nic,0.09,0.0
without-plugin,low,8,without-plugin_low_8,exp(06:12:48)_fase3_low_iter5,scorpius,ram,57.69,0.42
without-plugin,low,8,without-plugin_low_8,exp(06:12:48)_fase3_low_iter5,scorpius,sd,0.01,0.0
without-plugin,low,9,without-plugin_low_9,exp(07:03:35)_fase3_low_iter9,aspire,cpu,34.72,0.32
without-plugin,low,9,without-plugin_low_9,exp(07:03:35)_fase3_low_iter9,aspire,nic,0.18,0.0
without-plugin,low,9,without-plugin_low_9,exp(07:03:35)_fase3_low_iter9,aspire,ram,20.83,0.15
without-plugin,low,9,without-plugin_low_9,exp(07:03:35)_fase3_low_iter9,aspire,sd,22.33,0.15
without-plugin,low,9,without-plugin_low_9,exp(07:03:35)_fase3_low_iter9,leo,cpu,214.38,2.02
without-plugin,low,9,without-plugin_low_9,exp(07:03:35)_fase3_low_iter9,leo,nic,0.14,0.0
without-plugin,low,9,without-plugin_low_9,exp(07:03:35)_fase3_low_iter9,leo,ram,65.24,0.47
without-plugin,low,9,without-plugin_low_9,exp(07:03:35)_fase3_low_iter9,leo,sd,0.02,0.0
without-plugin,low,9,without-plugin_low_9,exp(07:03:35)_fase3_low_iter9,nitro5,cpu,47.39,0.43
without-plugin,low,9,without-plugin_low_9,exp(07:03:35)_fase3_low_iter9,nitro5,nic,0.82,0.01
without-plugin,low,9,without-plugin_low_9,exp(07:03:35)_fase3_low_iter9,nitro5,ram,21.42,0.15
without-plugin,low,9,without-plugin_low_9,exp(07:03:35)_fase3_low_iter9,nitro5,sd,8.81,0.06
without-plugin,low,9,without-plugin_low_9,exp(07:03:35)_fase3_low_iter9,scorpius,cpu,111.29,1.03
without-plugin,low,9,without-plugin_low_9,exp(07:03:35)_fase3_low_iter9,scorpius,nic,0.0,0.0
without-plugin,low,9,without-plugin_low_9,exp(07:03:35)_fase3_low_iter9,scorpius,ram,135.72,0.97
without-plugin,low,9,without-plugin_low_9,exp(07:03:35)_fase3_low_iter9,scorpius,sd,0.0,0.0
without-plugin,low,10,without-plugin_low_10,exp(21:20:45)_fase3_low_iter1,aspire,cpu,78.82,0.74
without-plugin,low,10,without-plugin_low_10,exp(21:20:45)_fase3_low_iter1,aspire,nic,0.11,0.0
without-plugin,low,10,without-plugin_low_10,exp(21:20:45)_fase3_low_iter1,aspire,ram,42.14,0.3
without-plugin,low,10,without-plugin_low_10,exp(21:20:45)_fase3_low_iter1,aspire,sd,2.25,0.02
without-plugin,low,10,without-plugin_low_10,exp(21:20:45)_fase3_low_iter1,leo,cpu,491.37,4.64
without-plugin,low,10,without-plugin_low_10,exp(21:20:45)_fase3_low_iter1,leo,nic,0.95,0.01
without-plugin,low,10,without-plugin_low_10,exp(21:20:45)_fase3_low_iter1,leo,ram,175.75,1.26
without-plugin,low,10,without-plugin_low_10,exp(21:20:45)_fase3_low_iter1,leo,sd,0.0,0.0
without-plugin,low,10,without-plugin_low_10,exp(21:20:45)_fase3_low_iter1,nitro5,cpu,46.63,0.41
without-plugin,low,10,without-plugin_low_10,exp(21:20:45)_fase3_low_iter1,nitro5,nic,1.31,0.01
without-plugin,low,10,without-plugin_low_10,exp(21:20:45)_fase3_low_iter1,nitro5,ram,22.0,0.15
without-plugin,low,10,without-plugin_low_10,exp(21:20:45)_fase3_low_iter1,nitro5,sd,8.28,0.06
without-plugin,low,10,without-plugin_low_10,exp(21:20:45)_fase3_low_iter1,scorpius,cpu,71.02,0.66
without-plugin,low,10,without-plugin_low_10,exp(21:20:45)_fase3_low_iter1,scorpius,nic,0.24,0.0
without-plugin,low,10,without-plugin_low_10,exp(21:20:45)_fase3_low_iter1,scorpius,ram,78.73,0.56
without-plugin,low,10,without-plugin_low_10,exp(21:20:45)_fase3_low_iter1,scorpius,sd,0.01,0.0
without-plugin,low,11,without-plugin_low_11,exp(21:29:09)_fase3_low_iter2,aspire,cpu,113.27,1.05
without-plugin,low,11,without-plugin_low_11,exp(21:29:09)_fase3_low_iter2,aspire,nic,0.21,0.01
without-plugin,low,11,without-plugin_low_11,exp(21:29:09)_fase3_low_iter2,aspire,ram,68.96,0.49
without-plugin,low,11,without-plugin_low_11,exp(21:29:09)_fase3_low_iter2,aspire,sd,16.11,0.11
without-plugin,low,11,without-plugin_low_11,exp(21:29:09)_fase3_low_iter2,leo,cpu,499.41,4.46
without-plugin,low,11,without-plugin_low_11,exp(21:29:09)_fase3_low_iter2,leo,nic,0.24,0.0
without-plugin,low,11,without-plugin_low_11,exp(21:29:09)_fase3_low_iter2,leo,ram,166.5,1.19
without-plugin,low,11,without-plugin_low_11,exp(21:29:09)_fase3_low_iter2,leo,sd,0.0,0.0
without-plugin,low,11,without-plugin_low_11,exp(21:29:09)_fase3_low_iter2,nitro5,cpu,50.47,0.44
without-plugin,low,11,without-plugin_low_11,exp(21:29:09)_fase3_low_iter2,nitro5,nic,0.93,0.01
without-plugin,low,11,without-plugin_low_11,exp(21:29:09)_fase3_low_iter2,nitro5,ram,21.86,0.15
without-plugin,low,11,without-plugin_low_11,exp(21:29:09)_fase3_low_iter2,nitro5,sd,7.86,0.05
without-plugin,low,11,without-plugin_low_11,exp(21:29:09)_fase3_low_iter2,scorpius,cpu,36.17,0.34
without-plugin,low,11,without-plugin_low_11,exp(21:29:09)_fase3_low_iter2,scorpius,nic,0.33,0.0
without-plugin,low,11,without-plugin_low_11,exp(21:29:09)_fase3_low_iter2,scorpius,ram,38.05,0.27
without-plugin,low,11,without-plugin_low_11,exp(21:29:09)_fase3_low_iter2,scorpius,sd,0.01,0.0
without-plugin,low,12,without-plugin_low_12,exp(21:36:16)_fase3_low_iter3,aspire,cpu,110.79,1.01
without-plugin,low,12,without-plugin_low_12,exp(21:36:16)_fase3_low_iter3,aspire,nic,1.17,0.01
without-plugin,low,12,without-plugin_low_12,exp(21:36:16)_fase3_low_iter3,aspire,ram,82.94,0.59
without-plugin,low,12,without-plugin_low_12,exp(21:36:16)_fase3_low_iter3,aspire,sd,236.6,1.63
without-plugin,low,12,without-plugin_low_12,exp(21:36:16)_fase3_low_iter3,leo,cpu,115.36,1.08
without-plugin,low,12,without-plugin_low_12,exp(21:36:16)_fase3_low_iter3,leo,nic,0.44,0.0
without-plugin,low,12,without-plugin_low_12,exp(21:36:16)_fase3_low_iter3,leo,ram,32.3,0.23
without-plugin,low,12,without-plugin_low_12,exp(21:36:16)_fase3_low_iter3,leo,sd,0.0,0.0
without-plugin,low,12,without-plugin_low_12,exp(21:36:16)_fase3_low_iter3,nitro5,cpu,47.73,0.41
without-plugin,low,12,without-plugin_low_12,exp(21:36:16)_fase3_low_iter3,nitro5,nic,2.83,0.02
without-plugin,low,12,without-plugin_low_12,exp(21:36:16)_fase3_low_iter3,nitro5,ram,21.06,0.15
without-plugin,low,12,without-plugin_low_12,exp(21:36:16)_fase3_low_iter3,nitro5,sd,7.7,0.05
without-plugin,low,12,without-plugin_low_12,exp(21:36:16)_fase3_low_iter3,scorpius,cpu,168.6,1.53
without-plugin,low,12,without-plugin_low_12,exp(21:36:16)_fase3_low_iter3,scorpius,nic,0.04,0.0
without-plugin,low,12,without-plugin_low_12,exp(21:36:16)_fase3_low_iter3,scorpius,ram,189.34,1.35
without-plugin,low,12,without-plugin_low_12,exp(21:36:16)_fase3_low_iter3,scorpius,sd,0.0,0.0
without-plugin,low,13,without-plugin_low_13,exp(21:47:29)_fase3_low_iter4,aspire,cpu,167.73,1.54
without-plugin,low,13,without-plugin_low_13,exp(21:47:29)_fase3_low_iter4,aspire,nic,0.01,0.0
without-plugin,low,13,without-plugin_low_13,exp(21:47:29)_fase3_low_iter4,aspire,ram,113.07,0.81
without-plugin,low,13,without-plugin_low_13,exp(21:47:29)_fase3_low_iter4,aspire,sd,8.79,0.06
without-plugin,low,13,without-plugin_low_13,exp(21:47:29)_fase3_low_iter4,leo,cpu,108.27,1.0
without-plugin,low,13,without-plugin_low_13,exp(21:47:29)_fase3_low_iter4,leo,nic,0.21,0.0
without-plugin,low,13,without-plugin_low_13,exp(21:47:29)_fase3_low_iter4,leo,ram,34.5,0.25
without-plugin,low,13,without-plugin_low_13,exp(21:47:29)_fase3_low_iter4,leo,sd,0.0,0.0
without-plugin,low,13,without-plugin_low_13,exp(21:47:29)_fase3_low_iter4,nitro5,cpu,50.67,0.44
without-plugin,low,13,without-plugin_low_13,exp(21:47:29)_fase3_low_iter4,nitro5,nic,0.73,0.01
without-plugin,low,13,without-plugin_low_13,exp(21:47:29)_fase3_low_iter4,nitro5,ram,21.92,0.15
without-plugin,low,13,without-plugin_low_13,exp(21:47:29)_fase3_low_iter4,nitro5,sd,8.35,0.06
without-plugin,low,13,without-plugin_low_13,exp(21:47:29)_fase3_low_iter4,scorpius,cpu,35.85,0.33
without-plugin,low,13,without-plugin_low_13,exp(21:47:29)_fase3_low_iter4,scorpius,nic,0.18,0.0
without-plugin,low,13,without-plugin_low_13,exp(21:47:29)_fase3_low_iter4,scorpius,ram,38.27,0.27
without-plugin,low,13,without-plugin_low_13,exp(21:47:29)_fase3_low_iter4,scorpius,sd,0.01,0.0
without-plugin,low,14,without-plugin_low_14,exp(21:54:49)_fase3_low_iter5,aspire,cpu,123.28,1.11
without-plugin,low,14,without-plugin_low_14,exp(21:54:49)_fase3_low_iter5,aspire,nic,0.06,0.0
without-plugin,low,14,without-plugin_low_14,exp(21:54:49)_fase3_low_iter5,aspire,ram,88.24,0.63
without-plugin,low,14,without-plugin_low_14,exp(21:54:49)_fase3_low_iter5,aspire,sd,391.93,2.72
without-plugin,low,14,without-plugin_low_14,exp(21:54:49)_fase3_low_iter5,leo,cpu,109.39,1.04
without-plugin,low,14,without-plugin_low_14,exp(21:54:49)_fase3_low_iter5,leo,nic,0.14,0.0
without-plugin,low,14,without-plugin_low_14,exp(21:54:49)_fase3_low_iter5,leo,ram,29.93,0.21
without-plugin,low,14,without-plugin_low_14,exp(21:54:49)_fase3_low_iter5,leo,sd,0.0,0.0
without-plugin,low,14,without-plugin_low_14,exp(21:54:49)_fase3_low_iter5,nitro5,cpu,48.58,0.42
without-plugin,low,14,without-plugin_low_14,exp(21:54:49)_fase3_low_iter5,nitro5,nic,0.51,0.0
without-plugin,low,14,without-plugin_low_14,exp(21:54:49)_fase3_low_iter5,nitro5,ram,20.78,0.15
without-plugin,low,14,without-plugin_low_14,exp(21:54:49)_fase3_low_iter5,nitro5,sd,8.1,0.06
without-plugin,low,14,without-plugin_low_14,exp(21:54:49)_fase3_low_iter5,scorpius,cpu,167.04,1.55
without-plugin,low,14,without-plugin_low_14,exp(21:54:49)_fase3_low_iter5,scorpius,nic,0.15,0.0
without-plugin,low,14,without-plugin_low_14,exp(21:54:49)_fase3_low_iter5,scorpius,ram,198.24,1.42
without-plugin,low,14,without-plugin_low_14,exp(21:54:49)_fase3_low_iter5,scorpius,sd,0.0,0.0
without-plugin,low,15,without-plugin_low_15,exp(22:02:44)_fase3_low_iter6,aspire,cpu,91.41,0.84
without-plugin,low,15,without-plugin_low_15,exp(22:02:44)_fase3_low_iter6,aspire,nic,0.18,0.0
without-plugin,low,15,without-plugin_low_15,exp(22:02:44)_fase3_low_iter6,aspire,ram,57.2,0.41
without-plugin,low,15,without-plugin_low_15,exp(22:02:44)_fase3_low_iter6,aspire,sd,204.72,1.42
without-plugin,low,15,without-plugin_low_15,exp(22:02:44)_fase3_low_iter6,leo,cpu,482.8,4.43
without-plugin,low,15,without-plugin_low_15,exp(22:02:44)_fase3_low_iter6,leo,nic,0.18,0.0
without-plugin,low,15,without-plugin_low_15,exp(22:02:44)_fase3_low_iter6,leo,ram,158.9,1.14
without-plugin,low,15,without-plugin_low_15,exp(22:02:44)_fase3_low_iter6,leo,sd,0.0,0.0
without-plugin,low,15,without-plugin_low_15,exp(22:02:44)_fase3_low_iter6,nitro5,cpu,47.55,0.42
without-plugin,low,15,without-plugin_low_15,exp(22:02:44)_fase3_low_iter6,nitro5,nic,1.76,0.01
without-plugin,low,15,without-plugin_low_15,exp(22:02:44)_fase3_low_iter6,nitro5,ram,21.05,0.15
without-plugin,low,15,without-plugin_low_15,exp(22:02:44)_fase3_low_iter6,nitro5,sd,7.35,0.05
without-plugin,low,15,without-plugin_low_15,exp(22:02:44)_fase3_low_iter6,scorpius,cpu,54.42,0.5
without-plugin,low,15,without-plugin_low_15,exp(22:02:44)_fase3_low_iter6,scorpius,nic,0.29,0.0
without-plugin,low,15,without-plugin_low_15,exp(22:02:44)_fase3_low_iter6,scorpius,ram,54.5,0.39
without-plugin,low,15,without-plugin_low_15,exp(22:02:44)_fase3_low_iter6,scorpius,sd,0.0,0.0
without-plugin,low,16,without-plugin_low_16,exp(22:11:14)_fase3_low_iter7,aspire,cpu,180.41,1.66
without-plugin,low,16,without-plugin_low_16,exp(22:11:14)_fase3_low_iter7,aspire,nic,0.07,0.0
without-plugin,low,16,without-plugin_low_16,exp(22:11:14)_fase3_low_iter7,aspire,ram,137.16,0.98
without-plugin,low,16,without-plugin_low_16,exp(22:11:14)_fase3_low_iter7,aspire,sd,10.64,0.07
without-plugin,low,16,without-plugin_low_16,exp(22:11:14)_fase3_low_iter7,leo,cpu,132.28,1.22
without-plugin,low,16,without-plugin_low_16,exp(22:11:14)_fase3_low_iter7,leo,nic,0.19,0.0
without-plugin,low,16,without-plugin_low_16,exp(22:11:14)_fase3_low_iter7,leo,ram,43.6,0.31
without-plugin,low,16,without-plugin_low_16,exp(22:11:14)_fase3_low_iter7,leo,sd,0.03,0.0
without-plugin,low,16,without-plugin_low_16,exp(22:11:14)_fase3_low_iter7,nitro5,cpu,46.6,0.41
without-plugin,low,16,without-plugin_low_16,exp(22:11:14)_fase3_low_iter7,nitro5,nic,0.37,0.0
without-plugin,low,16,without-plugin_low_16,exp(22:11:14)_fase3_low_iter7,nitro5,ram,21.28,0.15
without-plugin,low,16,without-plugin_low_16,exp(22:11:14)_fase3_low_iter7,nitro5,sd,7.57,0.05
without-plugin,low,16,without-plugin_low_16,exp(22:11:14)_fase3_low_iter7,scorpius,cpu,0.0,0.0
without-plugin,low,16,without-plugin_low_16,exp(22:11:14)_fase3_low_iter7,scorpius,nic,0.04,0.0
without-plugin,low,16,without-plugin_low_16,exp(22:11:14)_fase3_low_iter7,scorpius,ram,37.17,0.27
without-plugin,low,16,without-plugin_low_16,exp(22:11:14)_fase3_low_iter7,scorpius,sd,0.0,0.0
without-plugin,low,17,without-plugin_low_17,exp(22:36:32)_fase3_low_iter8,aspire,cpu,0.0,0.0
without-plugin,low,17,without-plugin_low_17,exp(22:36:32)_fase3_low_iter8,aspire,nic,0.0,0.0
without-plugin,low,17,without-plugin_low_17,exp(22:36:32)_fase3_low_iter8,aspire,ram,0.0,0.0
without-plugin,low,17,without-plugin_low_17,exp(22:36:32)_fase3_low_iter8,aspire,sd,0.0,0.0
without-plugin,low,17,without-plugin_low_17,exp(22:36:32)_fase3_low_iter8,leo,cpu,108.08,1.0
without-plugin,low,17,without-plugin_low_17,exp(22:36:32)_fase3_low_iter8,leo,nic,0.23,0.0
without-plugin,low,17,without-plugin_low_17,exp(22:36:32)_fase3_low_iter8,leo,ram,34.25,0.25
without-plugin,low,17,without-plugin_low_17,exp(22:36:32)_fase3_low_iter8,leo,sd,0.0,0.0
without-plugin,low,17,without-plugin_low_17,exp(22:36:32)_fase3_low_iter8,nitro5,cpu,49.34,0.43
without-plugin,low,17,without-plugin_low_17,exp(22:36:32)_fase3_low_iter8,nitro5,nic,1.13,0.01
without-plugin,low,17,without-plugin_low_17,exp(22:36:32)_fase3_low_iter8,nitro5,ram,21.68,0.15
without-plugin,low,17,without-plugin_low_17,exp(22:36:32)_fase3_low_iter8,nitro5,sd,9.79,0.07
without-plugin,low,17,without-plugin_low_17,exp(22:36:32)_fase3_low_iter8,scorpius,cpu,37.16,0.35
without-plugin,low,17,without-plugin_low_17,exp(22:36:32)_fase3_low_iter8,scorpius,nic,1.07,0.01
without-plugin,low,17,without-plugin_low_17,exp(22:36:32)_fase3_low_iter8,scorpius,ram,40.94,0.29
without-plugin,low,17,without-plugin_low_17,exp(22:36:32)_fase3_low_iter8,scorpius,sd,0.0,0.0
without-plugin,low,18,without-plugin_low_18,exp(22:54:05)_fase3_low_iter1,aspire,cpu,203.48,2.03
without-plugin,low,18,without-plugin_low_18,exp(22:54:05)_fase3_low_iter1,aspire,nic,0.04,0.0
without-plugin,low,18,without-plugin_low_18,exp(22:54:05)_fase3_low_iter1,aspire,ram,201.53,1.46
without-plugin,low,18,without-plugin_low_18,exp(22:54:05)_fase3_low_iter1,aspire,sd,176.46,1.23
without-plugin,low,18,without-plugin_low_18,exp(22:54:05)_fase3_low_iter1,leo,cpu,239.41,2.2
without-plugin,low,18,without-plugin_low_18,exp(22:54:05)_fase3_low_iter1,leo,nic,0.11,0.0
without-plugin,low,18,without-plugin_low_18,exp(22:54:05)_fase3_low_iter1,leo,ram,72.92,0.52
without-plugin,low,18,without-plugin_low_18,exp(22:54:05)_fase3_low_iter1,leo,sd,0.0,0.0
without-plugin,low,18,without-plugin_low_18,exp(22:54:05)_fase3_low_iter1,nitro5,cpu,43.3,0.38
without-plugin,low,18,without-plugin_low_18,exp(22:54:05)_fase3_low_iter1,nitro5,nic,1.7,0.01
without-plugin,low,18,without-plugin_low_18,exp(22:54:05)_fase3_low_iter1,nitro5,ram,24.03,0.17
without-plugin,low,18,without-plugin_low_18,exp(22:54:05)_fase3_low_iter1,nitro5,sd,9.66,0.07
without-plugin,low,18,without-plugin_low_18,exp(22:54:05)_fase3_low_iter1,scorpius,cpu,57.53,0.54
without-plugin,low,18,without-plugin_low_18,exp(22:54:05)_fase3_low_iter1,scorpius,nic,0.41,0.0
without-plugin,low,18,without-plugin_low_18,exp(22:54:05)_fase3_low_iter1,scorpius,ram,62.87,0.45
without-plugin,low,18,without-plugin_low_18,exp(22:54:05)_fase3_low_iter1,scorpius,sd,0.0,0.0
without-plugin,low,19,without-plugin_low_19,exp(23:14:18)_fase3_low_iter1,aspire,cpu,254.83,2.93
without-plugin,low,19,without-plugin_low_19,exp(23:14:18)_fase3_low_iter1,aspire,nic,0.2,0.0
without-plugin,low,19,without-plugin_low_19,exp(23:14:18)_fase3_low_iter1,aspire,ram,307.54,2.26
without-plugin,low,19,without-plugin_low_19,exp(23:14:18)_fase3_low_iter1,aspire,sd,328.12,2.26
without-plugin,low,19,without-plugin_low_19,exp(23:14:18)_fase3_low_iter1,leo,cpu,221.98,2.04
without-plugin,low,19,without-plugin_low_19,exp(23:14:18)_fase3_low_iter1,leo,nic,0.0,0.0
without-plugin,low,19,without-plugin_low_19,exp(23:14:18)_fase3_low_iter1,leo,ram,65.87,0.47
without-plugin,low,19,without-plugin_low_19,exp(23:14:18)_fase3_low_iter1,leo,sd,0.0,0.0
without-plugin,low,19,without-plugin_low_19,exp(23:14:18)_fase3_low_iter1,nitro5,cpu,40.72,0.35
without-plugin,low,19,without-plugin_low_19,exp(23:14:18)_fase3_low_iter1,nitro5,nic,0.96,0.01
without-plugin,low,19,without-plugin_low_19,exp(23:14:18)_fase3_low_iter1,nitro5,ram,22.98,0.16
without-plugin,low,19,without-plugin_low_19,exp(23:14:18)_fase3_low_iter1,nitro5,sd,9.51,0.07
without-plugin,low,19,without-plugin_low_19,exp(23:14:18)_fase3_low_iter1,scorpius,cpu,30.17,0.27
without-plugin,low,19,without-plugin_low_19,exp(23:14:18)_fase3_low_iter1,scorpius,nic,0.1,0.0
without-plugin,low,19,without-plugin_low_19,exp(23:14:18)_fase3_low_iter1,scorpius,ram,26.82,0.19
without-plugin,low,19,without-plugin_low_19,exp(23:14:18)_fase3_low_iter1,scorpius,sd,0.0,0.0
without-plugin,low,20,without-plugin_low_20,exp(23:22:39)_fase3_low_iter2,aspire,cpu,67.12,0.62
without-plugin,low,20,without-plugin_low_20,exp(23:22:39)_fase3_low_iter2,aspire,nic,0.23,0.0
without-plugin,low,20,without-plugin_low_20,exp(23:22:39)_fase3_low_iter2,aspire,ram,44.52,0.32
without-plugin,low,20,without-plugin_low_20,exp(23:22:39)_fase3_low_iter2,aspire,sd,5.41,0.04
without-plugin,low,20,without-plugin_low_20,exp(23:22:39)_fase3_low_iter2,leo,cpu,478.06,4.23
without-plugin,low,20,without-plugin_low_20,exp(23:22:39)_fase3_low_iter2,leo,nic,0.11,0.0
without-plugin,low,20,without-plugin_low_20,exp(23:22:39)_fase3_low_iter2,leo,ram,177.59,1.26
without-plugin,low,20,without-plugin_low_20,exp(23:22:39)_fase3_low_iter2,leo,sd,0.0,0.0
without-plugin,low,20,without-plugin_low_20,exp(23:22:39)_fase3_low_iter2,nitro5,cpu,38.47,0.34
without-plugin,low,20,without-plugin_low_20,exp(23:22:39)_fase3_low_iter2,nitro5,nic,0.18,0.0
without-plugin,low,20,without-plugin_low_20,exp(23:22:39)_fase3_low_iter2,nitro5,ram,22.71,0.16
without-plugin,low,20,without-plugin_low_20,exp(23:22:39)_fase3_low_iter2,nitro5,sd,10.66,0.07
without-plugin,low,20,without-plugin_low_20,exp(23:22:39)_fase3_low_iter2,scorpius,cpu,45.27,0.42
without-plugin,low,20,without-plugin_low_20,exp(23:22:39)_fase3_low_iter2,scorpius,nic,1.07,0.01
without-plugin,low,20,without-plugin_low_20,exp(23:22:39)_fase3_low_iter2,scorpius,ram,43.67,0.31
without-plugin,low,20,without-plugin_low_20,exp(23:22:39)_fase3_low_iter2,scorpius,sd,0.0,0.0
without-plugin,low,21,without-plugin_low_21,exp(23:28:58)_fase3_low_iter3,aspire,cpu,53.17,0.5
without-plugin,low,21,without-plugin_low_21,exp(23:28:58)_fase3_low_iter3,aspire,nic,0.17,0.0
without-plugin,low,21,without-plugin_low_21,exp(23:28:58)_fase3_low_iter3,aspire,ram,37.84,0.27
without-plugin,low,21,without-plugin_low_21,exp(23:28:58)_fase3_low_iter3,aspire,sd,5.97,0.04
without-plugin,low,21,without-plugin_low_21,exp(23:28:58)_fase3_low_iter3,leo,cpu,70.53,0.66
without-plugin,low,21,without-plugin_low_21,exp(23:28:58)_fase3_low_iter3,leo,nic,0.22,0.0
without-plugin,low,21,without-plugin_low_21,exp(23:28:58)_fase3_low_iter3,leo,ram,21.94,0.16
without-plugin,low,21,without-plugin_low_21,exp(23:28:58)_fase3_low_iter3,leo,sd,0.0,0.0
without-plugin,low,21,without-plugin_low_21,exp(23:28:58)_fase3_low_iter3,nitro5,cpu,38.0,0.34
without-plugin,low,21,without-plugin_low_21,exp(23:28:58)_fase3_low_iter3,nitro5,nic,0.14,0.0
without-plugin,low,21,without-plugin_low_21,exp(23:28:58)_fase3_low_iter3,nitro5,ram,22.75,0.16
without-plugin,low,21,without-plugin_low_21,exp(23:28:58)_fase3_low_iter3,nitro5,sd,9.72,0.07
without-plugin,low,21,without-plugin_low_21,exp(23:28:58)_fase3_low_iter3,scorpius,cpu,120.2,1.1
